OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update),Odom Reading All (Previous),Odom Reading All (Update),Diff All,Count1,Count2,Count3,Count4,#Cars in Policy
Sign Bottom,9867,27046,35712,25102,73697,,,,,26074,54704.5,28630.5,1,1,0,0,2
Sign Bottom,9868,94005,120346,89045,92369,,,69443,90243,84164.33333,100986,16821.66667,1,1,0,1,3
Sign Top,9869,3842,14642,80000,126954,,,,,41921,70798,28877,1,1,0,0,2
Sign Bottom,9870,53897,88743,145596,147503,,,,,99746.5,118123,18376.5,1,1,0,0,2
Sign Bottom,9871,58528,99590,11946,47115,,,,,35237,73352.5,38115.5,1,1,0,0,2
Sign Top,9872,27265,47542,,,,,,,27265,47542,20277,1,0,0,0,1
Sign Bottom,9873,13600,16190,,,,,,,13600,16190,2590,1,0,0,0,1
Sign Top,9874,149732,189981,84091,99199,,,,,116911.5,144590,27678.5,1,1,0,0,2
Sign Bottom,9875,118774,142637,82871,94399,,,,,100822.5,118518,17695.5,1,1,0,0,2
Sign Top,9876,11502,59201,580,36062,,,,,6041,47631.5,41590.5,1,1,0,0,2
Sign Bottom,9877,11585,37092,,,,,,,11585,37092,25507,1,0,0,0,1
Sign Top,9878,20876,29565,,,,,,,20876,29565,8689,1,0,0,0,1
Sign Top,9879,85597,114096,,,,,,,85597,114096,28499,1,0,0,0,1
Sign Top,9880,85245,93498,,,,,,,85245,93498,8253,1,0,0,0,1
Sign Top,9881,36799,60909,24979,57353,,,,,30889,59131,28242,1,1,0,0,2
Sign Top,9882,45900,86444,34600,65125,,,,,40250,75784.5,35534.5,1,1,0,0,2
Sign Top,9883,188578,220316,,,,,,,188578,220316,31738,1,0,0,0,1
Sign Bottom,9884,66000,76470,152000,174868,,,,,109000,125669,16669,1,1,0,0,2
Sign Bottom,9885,74709,110821,,,,,,,74709,110821,36112,1,0,0,0,1
Sign Bottom,9886,165056,167488,,,,,,,165056,167488,2432,1,0,0,0,1
Sign Bottom,9887,115774,132314,,,,,,,115774,132314,16540,1,0,0,0,1
Sign Top,9888,60660,103395,,,,,,,60660,103395,42735,1,0,0,0,1
Sign Top,9889,51700,87948,49995,96272,,,,,50847.5,92110,41262.5,1,1,0,0,2
Sign Top,9890,161734,182608,142789,143661,,,,,152261.5,163134.5,10873,1,1,0,0,2
Sign Top,9891,76581,126191,244,43779,,,,,38412.5,84985,46572.5,1,1,0,0,2
Sign Bottom,9892,107821,140845,188932,211260,270274,277129,,,189009,209744.6667,20735.66667,1,1,1,0,3
Sign Bottom,9893,63881,101794,,,,,,,63881,101794,37913,1,0,0,0,1
Sign Top,9894,17,9639,38916,73157,,,,,19466.5,41398,21931.5,1,1,0,0,2
Sign Bottom,9895,57364,78150,102163,115739,,,,,79763.5,96944.5,17181,1,1,0,0,2
Sign Bottom,9896,156607,161691,53055,91403,,,,,104831,126547,21716,1,1,0,0,2
Sign Bottom,9897,25683,62315,87606,122208,,,,,56644.5,92261.5,35617,1,1,0,0,2
Sign Bottom,9898,33681,65744,,,,,,,33681,65744,32063,1,0,0,0,1
Sign Bottom,9899,62034,66509,28600,29873,,,,,45317,48191,2874,1,1,0,0,2
Sign Top,9900,37396,50897,,,,,,,37396,50897,13501,1,0,0,0,1
Sign Top,9901,15736,38893,,,,,,,15736,38893,23157,1,0,0,0,1
Sign Bottom,9902,7102,29440,,,,,,,7102,29440,22338,1,0,0,0,1
Sign Top,9903,51620,77563,113613,159064,,,,,82616.5,118313.5,35697,1,1,0,0,2
Sign Top,9904,645,27612,,,,,,,645,27612,26967,1,0,0,0,1
Sign Top,9905,35256,41782,,,,,,,35256,41782,6526,1,0,0,0,1
Sign Bottom,9906,37387,64661,,,,,,,37387,64661,27274,1,0,0,0,1
Sign Top,9907,120399,134655,76937,79526,,,,,98668,107090.5,8422.5,1,1,0,0,2
Sign Bottom,9908,5800,50436,,,,,,,5800,50436,44636,1,0,0,0,1
Sign Bottom,9909,158000,204832,168000,198312,,,,,163000,201572,38572,1,1,0,0,2
Sign Top,9910,170641,218516,,,,,,,170641,218516,47875,1,0,0,0,1
Sign Bottom,9911,105587,145151,,,,,,,105587,145151,39564,1,0,0,0,1
Sign Top,9912,9857,32714,,,,,,,9857,32714,22857,1,0,0,0,1
Sign Bottom,9913,94872,124884,150997,178124,,,,,122934.5,151504,28569.5,1,1,0,0,2
Sign Top,9914,23727,40922,125157,174153,,,,,74442,107537.5,33095.5,1,1,0,0,2
Sign Bottom,9915,41448,71842,,,,,,,41448,71842,30394,1,0,0,0,1
Sign Bottom,9916,6601,54896,10220,33407,,,,,8410.5,44151.5,35741,1,1,0,0,2
Sign Top,9917,29646,73401,55566,91603,,,,,42606,82502,39896,1,1,0,0,2
Sign Bottom,9918,136340,169617,,,,,,,136340,169617,33277,1,0,0,0,1
Sign Bottom,9919,6200,26281,,,,,,,6200,26281,20081,1,0,0,0,1
Sign Top,9920,5272,33648,29,29015,,,,,2650.5,31331.5,28681,1,1,0,0,2
Sign Top,9921,51847,93175,10,19380,118,36577,,,17325,49710.66667,32385.66667,1,1,1,0,3
Sign Top,9922,53385,68794,687,44578,,,,,27036,56686,29650,1,1,0,0,2
Sign Bottom,9923,24516,51581,107642,132901,,,,,66079,92241,26162,1,1,0,0,2
Sign Top,9924,107771,142695,74340,113974,,,,,91055.5,128334.5,37279,1,1,0,0,2
Sign Bottom,9925,72550,91873,112607,150511,,,,,92578.5,121192,28613.5,1,1,0,0,2
Sign Top,9926,87,32076,,,,,,,87,32076,31989,1,0,0,0,1
Sign Bottom,9927,28645,31443,10,26065,,,53500,59911,27385,39139.66667,11754.66667,1,1,0,1,3
Sign Top,9928,125920,156927,38740,45512,,,,,82330,101219.5,18889.5,1,1,0,0,2
Sign Top,9929,92450,126042,,,,,,,92450,126042,33592,1,0,0,0,1
Sign Bottom,9930,184000,198053,,,,,,,184000,198053,14053,1,0,0,0,1
Sign Top,9931,121600,158340,,,,,,,121600,158340,36740,1,0,0,0,1
Sign Bottom,9932,103208,135342,,,,,,,103208,135342,32134,1,0,0,0,1
Sign Bottom,9933,50000,64014,,,,,,,50000,64014,14014,1,0,0,0,1
Sign Bottom,9934,53180,101157,,,,,,,53180,101157,47977,1,0,0,0,1
Sign Bottom,9935,27558,38061,31153,55084,,,,,29355.5,46572.5,17217,1,1,0,0,2
Sign Top,9936,0,5411,,,,,,,0,5411,5411,1,0,0,0,1
Sign Bottom,9937,99514,109283,58620,82404,,,,,79067,95843.5,16776.5,1,1,0,0,2
Sign Top,9938,90352,130194,80582,122772,,,,,85467,126483,41016,1,1,0,0,2
Sign Top,9939,64053,88567,,,,,,,64053,88567,24514,1,0,0,0,1
Sign Top,9940,2889,14906,80702,99535,,,,,41795.5,57220.5,15425,1,1,0,0,2
Sign Bottom,9941,23109,49822,21000,59064,,,,,22054.5,54443,32388.5,1,1,0,0,2
Sign Bottom,9942,13733,54828,,,,,,,13733,54828,41095,1,0,0,0,1
Sign Top,9943,33058,51138,,,,,,,33058,51138,18080,1,0,0,0,1
Sign Top,9944,32426,42213,50000,62392,,,,,41213,52302.5,11089.5,1,1,0,0,2
Sign Top,9945,61032,95926,,,,,,,61032,95926,34894,1,0,0,0,1
Sign Top,9946,94934,133147,,,,,,,94934,133147,38213,1,0,0,0,1
Sign Bottom,9947,27414,51213,61792,104951,79360,83884,,,56188.66667,80016,23827.33333,1,1,1,0,3
Sign Top,9948,75464,92201,,,,,,,75464,92201,16737,1,0,0,0,1
Sign Bottom,9949,66972,91277,,,,,,,66972,91277,24305,1,0,0,0,1
Sign Top,9950,57539,63505,1100,21775,228,36858,,,19622.33333,40712.66667,21090.33333,1,1,1,0,3
Sign Bottom,9951,65856,82076,86385,89073,,,,,76120.5,85574.5,9454,1,1,0,0,2
Sign Bottom,9952,38996,68945,,,,,,,38996,68945,29949,1,0,0,0,1
Sign Top,9953,50000,54193,,,,,,,50000,54193,4193,1,0,0,0,1
Sign Bottom,9954,40802,79799,,,,,,,40802,79799,38997,1,0,0,0,1
Sign Bottom,9955,5374,8754,47952,78462,16019,51289,,,23115,46168.33333,23053.33333,1,1,1,0,3
Sign Bottom,9956,178281,193388,,,,,,,178281,193388,15107,1,0,0,0,1
Sign Top,9957,35597,46211,,,,,,,35597,46211,10614,1,0,0,0,1
Sign Bottom,9958,18772,18787,4086,14281,,,,,11429,16534,5105,1,1,0,0,2
Sign Top,9959,38795,50804,19686,32023,,,,,29240.5,41413.5,12173,1,1,0,0,2
Sign Top,9960,97000,130238,40000,68369,,,,,68500,99303.5,30803.5,1,1,0,0,2
Sign Top,9961,31922,60986,,,,,,,31922,60986,29064,1,0,0,0,1
Sign Bottom,9962,69231,82376,,,,,,,69231,82376,13145,1,0,0,0,1
Sign Bottom,9963,110369,117358,,,,,,,110369,117358,6989,1,0,0,0,1
Sign Top,9964,68552,96633,,,,,,,68552,96633,28081,1,0,0,0,1
Sign Top,9965,64681,109800,67462,94971,,,,,66071.5,102385.5,36314,1,1,0,0,2
Sign Top,9966,33,3429,118449,135068,130,36134,,,39537.33333,58210.33333,18673,1,1,1,0,3
Sign Bottom,9967,85245,97296,,,,,,,85245,97296,12051,1,0,0,0,1
Sign Top,9968,621,7167,,,,,,,621,7167,6546,1,0,0,0,1
Sign Bottom,9969,28765,75927,,,,,,,28765,75927,47162,1,0,0,0,1
Sign Bottom,9970,52998,87781,144882,192261,,,,,98940,140021,41081,1,1,0,0,2
Sign Top,9971,60000,72296,,,,,,,60000,72296,12296,1,0,0,0,1
Sign Top,9972,40162,43683,,,,,,,40162,43683,3521,1,0,0,0,1
Sign Top,9973,44713,92394,,,,,,,44713,92394,47681,1,0,0,0,1
Sign Bottom,9974,136669,171071,134578,159786,,,,,135623.5,165428.5,29805,1,1,0,0,2
Sign Top,9975,14762,63163,,,,,,,14762,63163,48401,1,0,0,0,1
Sign Bottom,9976,85736,103747,41423,69632,,,,,63579.5,86689.5,23110,1,1,0,0,2
Sign Top,9977,49294,71378,,,,,,,49294,71378,22084,1,0,0,0,1
Sign Top,9978,83849,113792,80435,88600,,,,,82142,101196,19054,1,1,0,0,2
Sign Bottom,9979,61067,73451,,,,,,,61067,73451,12384,1,0,0,0,1
Sign Bottom,9980,72028,98994,98972,128055,,,,,85500,113524.5,28024.5,1,1,0,0,2
Sign Top,9981,54998,82817,2304,40222,,,,,28651,61519.5,32868.5,1,1,0,0,2
Sign Bottom,9982,64265,85891,,,,,,,64265,85891,21626,1,0,0,0,1
Sign Top,9983,149000,152655,,,,,,,149000,152655,3655,1,0,0,0,1
Sign Bottom,9984,148533,167729,,,,,,,148533,167729,19196,1,0,0,0,1
Sign Top,9985,28616,59642,,,,,,,28616,59642,31026,1,0,0,0,1
Sign Top,9986,510,21685,,,,,,,510,21685,21175,1,0,0,0,1
Sign Bottom,9987,44274,87757,,,,,,,44274,87757,43483,1,0,0,0,1
Sign Top,9988,7300,48235,500,43442,,,,,3900,45838.5,41938.5,1,1,0,0,2
Sign Top,9989,38793,58913,,,,,,,38793,58913,20120,1,0,0,0,1
Sign Bottom,9990,119375,135874,,,,,,,119375,135874,16499,1,0,0,0,1
Sign Bottom,9991,51285,94998,,,,,,,51285,94998,43713,1,0,0,0,1
Sign Top,9992,114709,115852,,,,,,,114709,115852,1143,1,0,0,0,1
Sign Top,9993,420,34115,87418,103966,,,,,43919,69040.5,25121.5,1,1,0,0,2
Sign Bottom,9994,152078,181173,,,85604,118662,,,118841,149917.5,31076.5,1,0,1,0,2
Sign Bottom,9995,127482,129166,,,,,,,127482,129166,1684,1,0,0,0,1
Sign Bottom,9996,26940,43242,3987,51705,,,,,15463.5,47473.5,32010,1,1,0,0,2
Sign Bottom,9997,52693,61955,,,,,,,52693,61955,9262,1,0,0,0,1
Sign Top,9998,19500,50280,,,,,,,19500,50280,30780,1,0,0,0,1
Sign Bottom,9999,281308,312613,91030,107516,,,,,186169,210064.5,23895.5,1,1,0,0,2
Sign Top,10000,106953,124370,12000,42997,,,,,59476.5,83683.5,24207,1,1,0,0,2
Sign Top,10001,77855,101800,,,,,,,77855,101800,23945,1,0,0,0,1
Sign Bottom,10002,28902,34557,,,,,,,28902,34557,5655,1,0,0,0,1
Sign Top,10003,603,14948,,,,,,,603,14948,14345,1,0,0,0,1
Sign Bottom,10004,49565,58473,,,,,,,49565,58473,8908,1,0,0,0,1
Sign Bottom,10005,99230,109768,,,5654,7849,,,52442,58808.5,6366.5,1,0,1,0,2
Sign Top,10006,12073,53943,,,,,,,12073,53943,41870,1,0,0,0,1
Sign Top,10007,26000,36308,,,,,,,26000,36308,10308,1,0,0,0,1
Sign Bottom,10008,79283,85321,,,,,,,79283,85321,6038,1,0,0,0,1
Sign Top,10009,10,21001,10000,30757,,,,,5005,25879,20874,1,1,0,0,2
Sign Bottom,10010,53794,93063,63650,108219,,,,,58722,100641,41919,1,1,0,0,2
Sign Bottom,10011,22639,25788,,,,,,,22639,25788,3149,1,0,0,0,1
Sign Top,10012,121027,156790,,,,,,,121027,156790,35763,1,0,0,0,1
Sign Top,10013,32,6283,,,,,,,32,6283,6251,1,0,0,0,1
Sign Bottom,10014,110293,111874,47000,58215,69000,103019,,,75431,91036,15605,1,1,1,0,3
Sign Top,10015,22,11487,,,39000,81204,,,19511,46345.5,26834.5,1,0,1,0,2
Sign Bottom,10016,90874,128341,,,,,,,90874,128341,37467,1,0,0,0,1
Sign Bottom,10017,46862,92593,76857,122004,,,,,61859.5,107298.5,45439,1,1,0,0,2
Sign Top,10018,100000,119046,,,,,,,100000,119046,19046,1,0,0,0,1
Sign Top,10019,66487,105652,,,,,,,66487,105652,39165,1,0,0,0,1
Sign Bottom,10020,42178,70466,73520,93441,,,,,57849,81953.5,24104.5,1,1,0,0,2
Sign Bottom,10021,179180,189858,77066,125939,,,3000,3483,86415.33333,106426.6667,20011.33333,1,1,0,1,3
Sign Top,10022,35615,84713,100601,116929,,,15,3166,45410.33333,68269.33333,22859,1,1,0,1,3
Sign Top,10023,12532,60092,,,,,,,12532,60092,47560,1,0,0,0,1
Sign Top,10024,49500,75355,,,,,,,49500,75355,25855,1,0,0,0,1
Sign Bottom,10025,45333,94017,130361,154706,,,,,87847,124361.5,36514.5,1,1,0,0,2
Sign Bottom,10026,120096,149413,,,,,,,120096,149413,29317,1,0,0,0,1
Sign Top,10027,13073,22226,49,14246,,,,,6561,18236,11675,1,1,0,0,2
Sign Bottom,10028,28742,31868,,,,,,,28742,31868,3126,1,0,0,0,1
Sign Bottom,10029,168810,201204,,,,,,,168810,201204,32394,1,0,0,0,1
Sign Bottom,10030,236216,276054,,,3213,23904,,,119714.5,149979,30264.5,1,0,1,0,2
Sign Top,10031,66384,110634,90622,132572,,,,,78503,121603,43100,1,1,0,0,2
Sign Bottom,10032,61674,81613,353700,358443,,,,,207687,220028,12341,1,1,0,0,2
Sign Top,10033,130698,158486,,,,,,,130698,158486,27788,1,0,0,0,1
Sign Bottom,10034,87530,105586,,,,,,,87530,105586,18056,1,0,0,0,1
Sign Top,10035,91741,106022,15539,46120,61095,74966,,,56125,75702.66667,19577.66667,1,1,1,0,3
Sign Bottom,10036,171669,178711,49363,64250,,,,,110516,121480.5,10964.5,1,1,0,0,2
Sign Bottom,10037,151439,161138,63562,98256,,,,,107500.5,129697,22196.5,1,1,0,0,2
Sign Top,10038,176503,218269,,,,,,,176503,218269,41766,1,0,0,0,1
Sign Top,10039,34383,59176,65622,76348,,,,,50002.5,67762,17759.5,1,1,0,0,2
Sign Top,10040,140000,180215,,,,,,,140000,180215,40215,1,0,0,0,1
Sign Bottom,10041,90150,104840,,,,,,,90150,104840,14690,1,0,0,0,1
Sign Top,10042,16662,46626,,,,,,,16662,46626,29964,1,0,0,0,1
Sign Top,10043,30005,69445,,,,,,,30005,69445,39440,1,0,0,0,1
Sign Top,10044,32042,77238,47097,85133,,,,,39569.5,81185.5,41616,1,1,0,0,2
Sign Bottom,10045,68752,97650,,,,,,,68752,97650,28898,1,0,0,0,1
Sign Bottom,10046,13229,57751,,,,,,,13229,57751,44522,1,0,0,0,1
Sign Bottom,10047,132033,175684,,,,,,,132033,175684,43651,1,0,0,0,1
Sign Bottom,10048,140536,184495,,,,,,,140536,184495,43959,1,0,0,0,1
Sign Top,10049,51000,79169,,,,,,,51000,79169,28169,1,0,0,0,1
Sign Top,10050,110027,128877,6664,37110,0,36304,,,38897,67430.33333,28533.33333,1,1,1,0,3
Sign Bottom,10051,40363,67382,,,,,,,40363,67382,27019,1,0,0,0,1
Sign Bottom,10052,105554,130012,,,,,,,105554,130012,24458,1,0,0,0,1
Sign Top,10053,180661,208575,75271,108618,,,,,127966,158596.5,30630.5,1,1,0,0,2
Sign Bottom,10054,34683,73459,,,,,,,34683,73459,38776,1,0,0,0,1
Sign Bottom,10055,64400,65137,,,,,,,64400,65137,737,1,0,0,0,1
Sign Bottom,10056,15716,18862,95069,99872,,,,,55392.5,59367,3974.5,1,1,0,0,2
Sign Top,10057,48282,48915,,,,,,,48282,48915,633,1,0,0,0,1
Sign Top,10058,225000,254545,,,,,,,225000,254545,29545,1,0,0,0,1
Sign Top,10059,1599,18899,,,,,,,1599,18899,17300,1,0,0,0,1
Sign Bottom,10060,12230,28734,44100,56476,,,,,28165,42605,14440,1,1,0,0,2
Sign Bottom,10061,21560,58621,,,,,,,21560,58621,37061,1,0,0,0,1
Sign Bottom,10062,135943,153782,105845,113652,,,,,120894,133717,12823,1,1,0,0,2
Sign Top,10063,68103,96632,,,,,,,68103,96632,28529,1,0,0,0,1
Sign Bottom,10064,46590,57087,,,,,,,46590,57087,10497,1,0,0,0,1
Sign Bottom,10065,61530,95098,7516,47433,,,,,34523,71265.5,36742.5,1,1,0,0,2
Sign Bottom,10066,5365,7855,,,,,,,5365,7855,2490,1,0,0,0,1
Sign Top,10067,87000,89463,,,,,,,87000,89463,2463,1,0,0,0,1
Sign Top,10068,28002,58487,,,,,,,28002,58487,30485,1,0,0,0,1
Sign Bottom,10069,72592,84018,,,,,,,72592,84018,11426,1,0,0,0,1
Sign Bottom,10070,67821,90151,,,58198,60654,,,63009.5,75402.5,12393,1,0,1,0,2
Sign Top,10071,51254,68891,37295,65567,,,,,44274.5,67229,22954.5,1,1,0,0,2
Sign Bottom,10072,21297,57937,44137,51502,,,,,32717,54719.5,22002.5,1,1,0,0,2
Sign Bottom,10073,21250,28432,,,,,,,21250,28432,7182,1,0,0,0,1
Sign Bottom,10074,69997,89228,,,103079,128078,,,86538,108653,22115,1,0,1,0,2
Sign Top,10075,2742,44408,17337,63340,,,,,10039.5,53874,43834.5,1,1,0,0,2
Sign Top,10076,111000,143502,,,,,,,111000,143502,32502,1,0,0,0,1
Sign Bottom,10077,4350,43559,,,,,,,4350,43559,39209,1,0,0,0,1
Sign Bottom,10078,45453,56670,,,,,,,45453,56670,11217,1,0,0,0,1
Sign Top,10079,75619,86568,1000,39696,,,,,38309.5,63132,24822.5,1,1,0,0,2
Sign Top,10080,32027,49501,,,,,,,32027,49501,17474,1,0,0,0,1
Sign Bottom,10081,47761,71640,113317,138466,,,,,80539,105053,24514,1,1,0,0,2
Sign Top,10082,165912,189490,,,180518,200333,,,173215,194911.5,21696.5,1,0,1,0,2
Sign Bottom,10083,68612,86583,,,,,,,68612,86583,17971,1,0,0,0,1
Sign Bottom,10084,79909,99524,114787,140773,,,,,97348,120148.5,22800.5,1,1,0,0,2
Sign Bottom,10085,92895,103106,35662,55459,,,,,64278.5,79282.5,15004,1,1,0,0,2
Sign Bottom,10086,4963,53136,,,,,,,4963,53136,48173,1,0,0,0,1
Sign Top,10087,50424,89771,128242,135857,,,,,89333,112814,23481,1,1,0,0,2
Sign Bottom,10088,45409,89879,,,,,,,45409,89879,44470,1,0,0,0,1
Sign Top,10089,60500,108537,,,,,,,60500,108537,48037,1,0,0,0,1
Sign Bottom,10090,49222,75187,38637,55478,,,,,43929.5,65332.5,21403,1,1,0,0,2
Sign Top,10091,40124,83259,8290,18381,,,,,24207,50820,26613,1,1,0,0,2
Sign Bottom,10092,27660,41912,,,,,,,27660,41912,14252,1,0,0,0,1
Sign Top,10093,118804,156153,33199,80521,,,,,76001.5,118337,42335.5,1,1,0,0,2
Sign Bottom,10094,72828,84577,,,,,,,72828,84577,11749,1,0,0,0,1
Sign Bottom,10095,24492,49787,132596,173480,,,,,78544,111633.5,33089.5,1,1,0,0,2
Sign Bottom,10096,66940,86000,,,,,,,66940,86000,19060,1,0,0,0,1
Sign Top,10097,318,4845,,,,,97285,123565,48801.5,64205,15403.5,1,0,0,1,2
Sign Top,10098,78962,102027,77315,126886,,,,,78138.5,114456.5,36318,1,1,0,0,2
Sign Bottom,10099,66340,109483,,,,,,,66340,109483,43143,1,0,0,0,1
Sign Bottom,10100,60174,65800,95478,95775,,,,,77826,80787.5,2961.5,1,1,0,0,2
Sign Top,10101,112930,141852,,,,,,,112930,141852,28922,1,0,0,0,1
Sign Bottom,10102,77791,120339,46918,82134,,,,,62354.5,101236.5,38882,1,1,0,0,2
Sign Top,10103,89500,99684,19000,68766,,,69753,80750,59417.66667,83066.66667,23649,1,1,0,1,3
Sign Bottom,10104,136229,142389,41273,68740,,,,,88751,105564.5,16813.5,1,1,0,0,2
Sign Top,10105,107917,136887,44086,81148,,,69042,107109,73681.66667,108381.3333,34699.66667,1,1,0,1,3
Sign Top,10106,52923,69903,,,,,,,52923,69903,16980,1,0,0,0,1
Sign Top,10107,35472,70699,,,,,,,35472,70699,35227,1,0,0,0,1
Sign Top,10108,91252,135375,,,,,,,91252,135375,44123,1,0,0,0,1
Sign Top,10109,22200,23055,,,,,,,22200,23055,855,1,0,0,0,1
Sign Top,10110,14600,20490,52000,69908,,,,,33300,45199,11899,1,1,0,0,2
Sign Top,10111,39354,88458,28802,76453,,,,,34078,82455.5,48377.5,1,1,0,0,2
Sign Bottom,10112,253711,259955,,,,,,,253711,259955,6244,1,0,0,0,1
Sign Top,10113,41375,60836,,,,,,,41375,60836,19461,1,0,0,0,1
Sign Bottom,10114,27005,37770,,,,,,,27005,37770,10765,1,0,0,0,1
Sign Top,10115,51000,60515,48000,57059,,,,,49500,58787,9287,1,1,0,0,2
Sign Top,10116,102524,140222,,,,,,,102524,140222,37698,1,0,0,0,1
Sign Bottom,10117,22116,59580,45375,72668,,,,,33745.5,66124,32378.5,1,1,0,0,2
Sign Top,10118,24509,36160,,,,,,,24509,36160,11651,1,0,0,0,1
Sign Bottom,10119,201049,245127,,,,,,,201049,245127,44078,1,0,0,0,1
Sign Top,10120,17631,65627,20450,38410,,,,,19040.5,52018.5,32978,1,1,0,0,2
Sign Top,10121,177039,205859,2574,18882,,,,,89806.5,112370.5,22564,1,1,0,0,2
Sign Bottom,10122,68230,89580,,,,,,,68230,89580,21350,1,0,0,0,1
Sign Top,10123,35290,63568,,,,,,,35290,63568,28278,1,0,0,0,1
Sign Bottom,10124,82494,87497,,,,,,,82494,87497,5003,1,0,0,0,1
Sign Bottom,10125,34667,52387,,,,,,,34667,52387,17720,1,0,0,0,1
Sign Top,10126,180000,218766,220000,261726,,,,,200000,240246,40246,1,1,0,0,2
Sign Bottom,10127,32798,58745,,,,,,,32798,58745,25947,1,0,0,0,1
Sign Bottom,10128,63619,79311,,,,,,,63619,79311,15692,1,0,0,0,1
Sign Bottom,10129,58418,75709,,,,,,,58418,75709,17291,1,0,0,0,1
Sign Bottom,10130,64956,83688,,,,,,,64956,83688,18732,1,0,0,0,1
Sign Bottom,10131,81313,100021,46715,89902,,,,,64014,94961.5,30947.5,1,1,0,0,2
Sign Bottom,10132,55538,82768,,,,,,,55538,82768,27230,1,0,0,0,1
Sign Bottom,10133,94971,97219,150560,158857,,,,,122765.5,128038,5272.5,1,1,0,0,2
Sign Bottom,10134,16200,27378,68071,106513,,,,,42135.5,66945.5,24810,1,1,0,0,2
Sign Top,10135,30,4789,151,19112,,,,,90.5,11950.5,11860,1,1,0,0,2
Sign Top,10136,8574,11589,123,7771,895,18992,,,3197.333333,12784,9586.666667,1,1,1,0,3
Sign Top,10137,39111,53180,,,,,,,39111,53180,14069,1,0,0,0,1
Sign Top,10138,33525,41983,102490,134118,,,,,68007.5,88050.5,20043,1,1,0,0,2
Sign Top,10139,50483,78482,,,,,,,50483,78482,27999,1,0,0,0,1
Sign Top,10140,33415,49927,1200,28901,54757,62001,,,29790.66667,46943,17152.33333,1,1,1,0,3
Sign Bottom,10141,25907,52579,48501,95257,,,,,37204,73918,36714,1,1,0,0,2
Sign Bottom,10142,39991,42099,43255,66074,,,,,41623,54086.5,12463.5,1,1,0,0,2
Sign Top,10143,31207,69497,92000,106801,,,,,61603.5,88149,26545.5,1,1,0,0,2
Sign Top,10144,46000,51766,0,48666,0,15341,,,15333.33333,38591,23257.66667,1,1,1,0,3
Sign Top,10145,20,14195,69137,73165,,,,,34578.5,43680,9101.5,1,1,0,0,2
Sign Top,10146,79088,113128,39168,89038,,,,,59128,101083,41955,1,1,0,0,2
Sign Bottom,10147,71898,121138,,,,,,,71898,121138,49240,1,0,0,0,1
Sign Top,10148,28257,59372,,,,,,,28257,59372,31115,1,0,0,0,1
Sign Bottom,10149,115500,117266,,,,,,,115500,117266,1766,1,0,0,0,1
Sign Bottom,10150,71919,72970,,,,,,,71919,72970,1051,1,0,0,0,1
Sign Top,10151,16107,59436,66047,104181,,,,,41077,81808.5,40731.5,1,1,0,0,2
Sign Bottom,10152,108338,147538,,,,,,,108338,147538,39200,1,0,0,0,1
Sign Top,10153,17293,43131,,,,,,,17293,43131,25838,1,0,0,0,1
Sign Top,10154,69791,116532,,,,,,,69791,116532,46741,1,0,0,0,1
Sign Top,10155,67892,84618,30190,76944,,,,,49041,80781,31740,1,1,0,0,2
Sign Bottom,10156,50655,83108,,,,,,,50655,83108,32453,1,0,0,0,1
Sign Top,10157,44490,70344,40130,76156,,,,,42310,73250,30940,1,1,0,0,2
Sign Top,10158,82665,116403,,,,,,,82665,116403,33738,1,0,0,0,1
Sign Top,10159,9603,37166,63588,82686,130538,143541,,,67909.66667,87797.66667,19888,1,1,1,0,3
Sign Bottom,10160,69861,93209,,,,,,,69861,93209,23348,1,0,0,0,1
Sign Top,10161,3293,7922,,,,,,,3293,7922,4629,1,0,0,0,1
Sign Bottom,10162,45928,61695,76476,82141,,,,,61202,71918,10716,1,1,0,0,2
Sign Bottom,10163,13079,57895,,,,,,,13079,57895,44816,1,0,0,0,1
Sign Bottom,10164,2980,18259,26106,56548,,,,,14543,37403.5,22860.5,1,1,0,0,2
Sign Top,10165,28000,43046,,,,,,,28000,43046,15046,1,0,0,0,1
Sign Top,10166,86621,119035,35099,60272,,,,,60860,89653.5,28793.5,1,1,0,0,2
Sign Bottom,10167,157140,157402,,,,,,,157140,157402,262,1,0,0,0,1
Sign Bottom,10168,86480,101369,26041,72450,,,,,56260.5,86909.5,30649,1,1,0,0,2
Sign Top,10169,84807,111776,,,,,,,84807,111776,26969,1,0,0,0,1
Sign Top,10170,156632,199245,,,,,,,156632,199245,42613,1,0,0,0,1
Sign Top,10171,142574,186728,,,,,,,142574,186728,44154,1,0,0,0,1
Sign Top,10172,54700,57181,,,,,,,54700,57181,2481,1,0,0,0,1
Sign Bottom,10173,285475,327019,,,,,,,285475,327019,41544,1,0,0,0,1
Sign Bottom,10174,16585,21592,,,,,,,16585,21592,5007,1,0,0,0,1
Sign Top,10175,80514,108399,70415,87175,,,,,75464.5,97787,22322.5,1,1,0,0,2
Sign Top,10176,1494,6032,,,,,,,1494,6032,4538,1,0,0,0,1
Sign Top,10177,88170,106899,30474,47942,,,,,59322,77420.5,18098.5,1,1,0,0,2
